product_smiles,reactant_smiles,rxn_smiles,reactant_iupac,product_iupac
BrCCCCCCCSc1ncccn1,BrCCCCCCCBr.Sc1ncccn1,[Br:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][Br:22].[SH:7][c:8]1[n:9][cH:10][cH:11][cH:12][n:13]1>>[S:7]([c:8]1[n:9][cH:10][cH:11][cH:12][n:13]1)[CH2:21][CH2:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][Br:14],"1,7-dibromoheptane|1H-pyrimidine-2-thione",2-(7-bromoheptylsulfanyl)pyrimidine
CS(=O)(=O)Nc1cc(Br)cc(C(=O)c2cccnc2)c1,CS(=O)(=O)Cl.Nc1cc(Br)cc(C(=O)c2cccnc2)c1,[CH3:23][S:24]([Cl:25])(=[O:26])=[O:27].[NH2:1][c:2]1[cH:3][c:4]([C:9](=[O:10])[c:11]2[cH:12][n:13][cH:14][cH:15][cH:16]2)[cH:5][c:6]([Br:8])[cH:7]1>>[NH:1]([c:2]1[cH:3][c:4]([C:9](=[O:10])[c:11]2[cH:12][n:13][cH:14][cH:15][cH:16]2)[cH:5][c:6]([Br:8])[cH:7]1)[S:24]([CH3:23])(=[O:26])=[O:27],methanesulfonyl chloride|(3-amino-5-bromophenyl)-pyridin-3-ylmethanone,N-[3-bromo-5-(pyridine-3-carbonyl)phenyl]methanesulfonamide
COC(=O)C(=NOCF)c1nsc(NC=O)n1,O=CO.COC(=O)C(=NOCF)c1nsc(N)n1,[CH:16](=[O:17])[OH:18].[F:1][CH2:2][O:3][N:4]=[C:5]([C:6](=[O:7])[O:8][CH3:9])[c:10]1[n:11][s:12][c:13]([NH2:15])[n:14]1>>[F:1][CH2:2][O:3][N:4]=[C:5]([C:6](=[O:7])[O:8][CH3:9])[c:10]1[n:11][s:12][c:13]([NH:15][CH:16]=[O:17])[n:14]1,"formic acid|methyl 2-(5-amino-1,2,4-thiadiazol-3-yl)-2-(fluoromethoxyimino)acetate","methyl 2-(fluoromethoxyimino)-2-(5-formamido-1,2,4-thiadiazol-3-yl)acetate"
O=C(CCl)N1CCCO1,O=C(Cl)CCl.C1CNOC1,[Cl:7][CH2:8][C:9](=[O:10])[Cl:11].[O:2]1[NH:3][CH2:4][CH2:5][CH2:6]1>>[O:2]1[N:3]([C:9]([CH2:8][Cl:7])=[O:10])[CH2:4][CH2:5][CH2:6]1,"2-chloroacetyl chloride|1,2-oxazolidine","2-chloro-1-(1,2-oxazolidin-2-yl)ethanone"
O=[N+]([O-])c1ccccc1S(=O)(=O)NC1CC1,NC1CC1.O=[N+]([O-])c1ccccc1.O=S(=O)(Cl)Cl,[CH:1]1([NH2:4])[CH2:2][CH2:3]1.[N+:10](=[O:11])([O-:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[S:5](=[O:6])(=[O:7])([Cl:8])[Cl:9]>>[CH:1]1([NH:4][S:5](=[O:6])(=[O:7])[c:14]2[c:13]([N+:10](=[O:11])[O-:12])[cH:18][cH:17][cH:16][cH:15]2)[CH2:2][CH2:3]1,cyclopropanamine|nitrobenzene|sulfuryl dichloride,N-cyclopropyl-2-nitrobenzenesulfonamide
CCN(Cc1cnc[nH]1)c1cccc(Cl)c1F,CC=O.Fc1c(Cl)cccc1NCc1cnc[nH]1,[CH:16]([CH3:17])=[O:18].[Cl:1][c:2]1[c:3]([F:15])[c:4]([NH:8][CH2:9][c:10]2[nH:11][cH:12][n:13][cH:14]2)[cH:5][cH:6][cH:7]1>>[Cl:1][c:2]1[c:3]([F:15])[c:4]([N:8]([CH2:9][c:10]2[nH:11][cH:12][n:13][cH:14]2)[CH2:16][CH3:17])[cH:5][cH:6][cH:7]1,acetaldehyde|3-chloro-2-fluoro-N-(1H-imidazol-5-ylmethyl)aniline,3-chloro-N-ethyl-2-fluoro-N-(1H-imidazol-5-ylmethyl)aniline
Cn1cc(CC#N)c2ccccc21,CN(C)C=O.N#CCc1c[nH]c2ccccc12,[CH3:13][N:14]([CH3:15])[CH:16]=[O:17].[N:1]#[C:2][CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12>>[N:1]#[C:2][CH2:3][c:4]1[cH:5][n:6]([CH3:13])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12,"N,N-dimethylformamide|2-(1H-indol-3-yl)acetonitrile",2-(1-methylindol-3-yl)acetonitrile
Clc1cc(C2CCSCC2)nc2ccnn12,O=P(Cl)(Cl)Cl.Oc1cc(C2CCSCC2)nc2ccnn12,[Cl:26][P:27](=[O:28])([Cl:29])[Cl:30].[S:1]1[CH2:2][CH2:3][CH:4]([c:7]2[n:8][c:9]3[n:10]([c:11]([OH:13])[cH:12]2)[n:14][cH:15][cH:16]3)[CH2:5][CH2:6]1>>[S:1]1[CH2:2][CH2:3][CH:4]([c:7]2[n:8][c:9]3[n:10]([c:11]([Cl:26])[cH:12]2)[n:14][cH:15][cH:16]3)[CH2:5][CH2:6]1,"phosphoryl trichloride|5-(thian-4-yl)-1H-pyrazolo[1,5-a]pyrimidin-7-one","7-chloro-5-(thian-4-yl)pyrazolo[1,5-a]pyrimidine"
C=CCN(C(=O)OC(C)(C)C)c1ccc(F)c(F)c1,CC(C)(C)OC(=O)Nc1ccc(F)c(F)c1.C=CCI,[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6]([NH:7][c:8]1[cH:9][c:10]([F:15])[c:11]([F:14])[cH:12][cH:13]1)=[O:16].[CH2:19]([CH:20]=[CH2:21])[I:22]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6]([N:7]([c:8]1[cH:9][c:10]([F:15])[c:11]([F:14])[cH:12][cH:13]1)[CH2:21][CH:20]=[CH2:19])=[O:16],"tert-butyl N-(3,4-difluorophenyl)carbamate|3-iodoprop-1-ene","tert-butyl N-(3,4-difluorophenyl)-N-prop-2-enylcarbamate"
CC(C)Oc1nc(Cl)ccc1C(N)=O,CC(C)O.NC(=O)c1ccc(Cl)nc1Cl,[CH3:1][CH:2]([CH3:3])[OH:4].[Cl:7][c:8]1[c:9]([C:10](=[O:11])[NH2:12])[cH:13][cH:14][c:15]([Cl:17])[n:16]1>>[CH3:1][CH:2]([CH3:3])[O:4][c:8]1[c:9]([C:10](=[O:11])[NH2:12])[cH:13][cH:14][c:15]([Cl:17])[n:16]1,"propan-2-ol|2,6-dichloropyridine-3-carboxamide",6-chloro-2-propan-2-yloxypyridine-3-carboxamide
O=[N+]([O-])c1ccc2ccn(CCCCCl)c2c1,ClCCCCI.O=[N+]([O-])c1ccc2cc[nH]c2c1,[Cl:15][CH2:16][CH2:17][CH2:18][CH2:19][I:20].[N+:3](=[O:4])([O-:5])[c:6]1[cH:7][cH:8][c:9]2[cH:10][cH:11][nH:12][c:13]2[cH:14]1>>[N+:3](=[O:4])([O-:5])[c:6]1[cH:7][cH:8][c:9]2[cH:10][cH:11][n:12]([CH2:19][CH2:18][CH2:17][CH2:16][Cl:15])[c:13]2[cH:14]1,1-chloro-4-iodobutane|6-nitro-1H-indole,1-(4-chlorobutyl)-6-nitroindole
CCOc1ccc(C(CCCCCl)C(=O)O)cc1,CCOc1ccc(CC(=O)O)cc1.ClCCCCI,[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][cH:6][c:7]([CH2:10][C:11](=[O:12])[OH:13])[cH:8][cH:9]1.[Cl:29][CH2:30][CH2:31][CH2:32][CH2:33][I:34]>>[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][cH:6][c:7]([CH:10]([C:11](=[O:12])[OH:13])[CH2:33][CH2:32][CH2:31][CH2:30][Cl:29])[cH:8][cH:9]1,2-(4-ethoxyphenyl)acetic acid|1-chloro-4-iodobutane,6-chloro-2-(4-ethoxyphenyl)hexanoic acid
N#Cc1ccc(NCCCCO)c([N+](=O)[O-])c1,N#Cc1ccc(Cl)c([N+](=O)[O-])c1.NCCCCO,[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10][c:11]1[Cl:12].[NH2:13][CH2:14][CH2:15][CH2:16][CH2:17][OH:18]>>[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10][c:11]1[NH:13][CH2:14][CH2:15][CH2:16][CH2:17][OH:18],4-chloro-3-nitrobenzonitrile|4-aminobutan-1-ol,4-(4-hydroxybutylamino)-3-nitrobenzonitrile
O=C(Nc1ccccc1O)c1ccc(I)cc1,O=C(Cl)c1ccc(I)cc1.Nc1ccccc1O,[I:16][c:17]1[cH:18][cH:19][c:20]([C:21](=[O:22])[Cl:23])[cH:24][cH:25]1.[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[OH:8]>>[NH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[OH:8])[C:21]([c:20]1[cH:19][cH:18][c:17]([I:16])[cH:25][cH:24]1)=[O:22],4-iodobenzoyl chloride|2-aminophenol,N-(2-hydroxyphenyl)-4-iodobenzamide
O=Cc1cc2cnccc2o1,CCOC(OCC)c1cc2cnccc2o1,[CH2:1]([O:3][CH:4]([O:2][CH2:14][CH3:15])[c:5]1[cH:6][c:7]2[cH:8][n:9][cH:10][cH:11][c:12]2[o:13]1)[CH3:16]>>[O:3]=[CH:4][c:5]1[cH:6][c:7]2[cH:8][n:9][cH:10][cH:11][c:12]2[o:13]1,"2-(diethoxymethyl)furo[3,2-c]pyridine","furo[3,2-c]pyridine-2-carbaldehyde"
O=C(NC(C(=O)O)c1ccsc1)OCc1ccccc1,O=C(Cl)OCc1ccccc1.NC(C(=O)O)c1ccsc1,[CH2:11]([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[O:18][C:19](=[O:20])[Cl:21].[NH2:1][CH:2]([C:3](=[O:4])[OH:5])[c:6]1[cH:7][s:8][cH:9][cH:10]1>>[NH:1]([CH:2]([C:3](=[O:4])[OH:5])[c:6]1[cH:7][s:8][cH:9][cH:10]1)[C:19]([O:18][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)=[O:20],benzyl carbonochloridate|2-amino-2-thiophen-3-ylacetic acid,2-(phenylmethoxycarbonylamino)-2-thiophen-3-ylacetic acid
O=C(OCc1ccccc1)C1(F)CCOCC1,O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=C(OCc1ccccc1)C1CCOCC1,[F:27][N:28]([S:29]([c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)(=[O:36])=[O:37])[S:38]([c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1)(=[O:45])=[O:46].[O:1]1[CH2:2][CH2:3][CH:4]([C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:5][CH2:6]1>>[O:1]1[CH2:2][CH2:3][C:4]([C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)([F:27])[CH2:5][CH2:6]1,N-(benzenesulfonyl)-N-fluorobenzenesulfonamide|benzyl oxane-4-carboxylate,benzyl 4-fluorooxane-4-carboxylate
O=C(O)C1(c2ccc(C3(O)CCCC3)cc2)CC1,O=C(O)C1(c2ccc(Br)cc2)CC1.O=C1CCCC1,[Br:1][c:2]1[cH:3][cH:4][c:5]([C:8]2([C:11](=[O:12])[OH:13])[CH2:9][CH2:10]2)[cH:6][cH:7]1.[O:28]=[C:29]1[CH2:30][CH2:31][CH2:32][CH2:33]1>>[c:2]1([C:29]2([OH:28])[CH2:30][CH2:31][CH2:32][CH2:33]2)[cH:3][cH:4][c:5]([C:8]2([C:11](=[O:12])[OH:13])[CH2:9][CH2:10]2)[cH:6][cH:7]1,1-(4-bromophenyl)cyclopropane-1-carboxylic acid|cyclopentanone,1-[4-(1-hydroxycyclopentyl)phenyl]cyclopropane-1-carboxylic acid
CCOC(=O)C(=NO)C1=CSCCS1,CCOC(=O)C(=NO)C(=O)CSCCS,[OH:1][N:2]=[C:3]([C:4](=[O:5])[O:6][CH2:7][CH3:8])[C:9]([CH2:10][S:11][CH2:12][CH2:13][SH:14])=[O:15]>>[OH:1][N:2]=[C:3]([C:4](=[O:5])[O:6][CH2:7][CH3:8])[C:9]1=[CH:10][S:11][CH2:12][CH2:13][S:14]1,ethyl 3-hydroxy-2-nitroso-4-(2-sulfanylethylsulfanyl)but-2-enoate,"ethyl 2-(2,3-dihydro-1,4-dithiin-5-yl)-2-hydroxyiminoacetate"
C=CCOc1cccc2c1OC(OCC)O2,C=CCBr.CCOC1Oc2cccc(O)c2O1,[CH2:16]([CH:17]=[CH2:18])[Br:19].[CH2:1]([CH3:2])[O:3][CH:4]1[O:5][c:6]2[c:7]([cH:9][cH:10][cH:11][c:12]2[OH:13])[O:8]1>>[CH2:1]([CH3:2])[O:3][CH:4]1[O:5][c:6]2[c:7]([cH:9][cH:10][cH:11][c:12]2[O:13][CH2:18][CH:17]=[CH2:16])[O:8]1,"3-bromoprop-1-ene|2-ethoxy-1,3-benzodioxol-4-ol","2-ethoxy-4-prop-2-enoxy-1,3-benzodioxole"
COC(=O)COc1ccc2c(c1)CC(N)C2,COC(=O)COc1ccc2c(c1)CC(NC(C)=O)C2,[C:1](=[O:2])([CH3:3])[NH:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][c:10]([O:14][CH2:15][C:16](=[O:17])[O:18][CH3:19])[cH:11][c:12]2[CH2:13]1>>[NH2:4][CH:5]1[CH2:6][c:7]2[cH:8][cH:9][c:10]([O:14][CH2:15][C:16](=[O:17])[O:18][CH3:19])[cH:11][c:12]2[CH2:13]1,"methyl 2-[(2-acetamido-2,3-dihydro-1H-inden-5-yl)oxy]acetate","methyl 2-[(2-amino-2,3-dihydro-1H-inden-5-yl)oxy]acetate"
Nc1ccc(-c2ccn[nH]2)cc1,O=[N+]([O-])c1ccc(-c2ccn[nH]2)cc1,[N+:1]([O-:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][nH:14]2)[cH:8][cH:9]1>>[NH2:1][c:4]1[cH:5][cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][nH:14]2)[cH:8][cH:9]1,5-(4-nitrophenyl)-1H-pyrazole,4-(1H-pyrazol-5-yl)aniline
CC(C)(C)[Si](C)(C)OCc1ccc(Br)cc1,OCc1ccc(Br)cc1.CC(C)(C)[Si](C)(C)Cl,[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][OH:7])[cH:8][cH:9]1.[C:15]([CH3:16])([CH3:17])([CH3:18])[Si:19]([CH3:20])([CH3:21])[Cl:22]>>[Br:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][Si:19]([C:15]([CH3:16])([CH3:17])[CH3:18])([CH3:20])[CH3:21])[cH:8][cH:9]1,(4-bromophenyl)methanol|tert-butyl-chloro-dimethylsilane,(4-bromophenyl)methoxy-tert-butyl-dimethylsilane
O=C(O)Cc1ccc2c(c1)Cc1ccccc1-2,O=C(O)C(=O)c1ccc2c(c1)Cc1ccccc1-2,[cH:1]1[c:2]([C:14]([C:15](=[O:16])[OH:17])=[O:18])[cH:3][cH:4][c:5]2[c:13]1[CH2:12][c:11]1[c:6]-2[cH:7][cH:8][cH:9][cH:10]1>>[cH:1]1[c:2]([CH2:14][C:15](=[O:16])[OH:17])[cH:3][cH:4][c:5]2[c:13]1[CH2:12][c:11]1[c:6]-2[cH:7][cH:8][cH:9][cH:10]1,2-(9H-fluoren-2-yl)-2-oxoacetic acid,2-(9H-fluoren-2-yl)acetic acid
Clc1cncc(NCc2ccc(Cl)c(Cl)c2)n1,Clc1cncc(Cl)n1.NCc1ccc(Cl)c(Cl)c1,[Cl:11][c:12]1[n:13][c:14]([Cl:18])[cH:15][n:16][cH:17]1.[Cl:1][c:2]1[cH:3][c:4]([CH2:5][NH2:6])[cH:7][cH:8][c:9]1[Cl:10]>>[Cl:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][c:14]2[n:13][c:12]([Cl:11])[cH:17][n:16][cH:15]2)[cH:7][cH:8][c:9]1[Cl:10],"2,6-dichloropyrazine|(3,4-dichlorophenyl)methanamine","6-chloro-N-[(3,4-dichlorophenyl)methyl]pyrazin-2-amine"
CC(=O)Nc1nc(C)c(S(=O)(=O)NC(C)(CO)CO)s1,CC(=O)Nc1nc(C)c(S(=O)(=O)Cl)s1.CC(N)(CO)CO,[C:8]([CH3:9])(=[O:10])[NH:11][c:12]1[s:13][c:14]([S:18](=[O:19])(=[O:20])[Cl:21])[c:15]([CH3:17])[n:16]1.[NH2:1][C:2]([CH2:3][OH:4])([CH2:5][OH:6])[CH3:7]>>[NH:1]([C:2]([CH2:3][OH:4])([CH2:5][OH:6])[CH3:7])[S:18]([c:14]1[s:13][c:12]([NH:11][C:8]([CH3:9])=[O:10])[n:16][c:15]1[CH3:17])(=[O:19])=[O:20],"2-acetamido-4-methyl-1,3-thiazole-5-sulfonyl chloride|2-amino-2-methylpropane-1,3-diol","N-[5-[(1,3-dihydroxy-2-methylpropan-2-yl)sulfamoyl]-4-methyl-1,3-thiazol-2-yl]acetamide"
Cc1c(Br)cnc(N)c1[N+](=O)[O-],Cc1cc(N)ncc1Br.O=[N+]([O-])O,[Br:5][c:6]1[c:7]([CH3:13])[cH:8][c:9]([NH2:12])[n:10][cH:11]1.[OH:1][N+:2]([O-:3])=[O:4]>>[O-:1][N+:2](=[O:4])[c:8]1[c:7]([CH3:13])[c:6]([Br:5])[cH:11][n:10][c:9]1[NH2:12],5-bromo-4-methylpyridin-2-amine|nitric acid,5-bromo-4-methyl-3-nitropyridin-2-amine
Cc1nc(C)c(C(=O)C(C)(C)C)o1,[Li]C(C)(C)C.CON(C)C(=O)c1oc(C)nc1C,[C:14]([CH3:15])([CH3:16])([CH3:17])[Li:18].[CH3:1][O:2][N:3]([C:4](=[O:5])[c:6]1[c:7]([CH3:12])[n:8][c:9]([CH3:11])[o:10]1)[CH3:13]>>[C:4](=[O:5])([c:6]1[c:7]([CH3:12])[n:8][c:9]([CH3:11])[o:10]1)[C:14]([CH3:15])([CH3:16])[CH3:17],"lithium;2-methylpropane|N-methoxy-N,2,4-trimethyl-1,3-oxazole-5-carboxamide","1-(2,4-dimethyl-1,3-oxazol-5-yl)-2,2-dimethylpropan-1-one"
COC(=O)c1ccc(OCc2ccccc2)cc1O,BrCc1ccccc1.COC(=O)c1ccc(O)cc1O,[Br:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[OH:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][c:10]([OH:12])[cH:11]1>>[OH:1][c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][cH:9][c:10]([O:12][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:11]1,"bromomethylbenzene|methyl 2,4-dihydroxybenzoate",methyl 2-hydroxy-4-phenylmethoxybenzoate
CC1(C)Cc2cc(Br)ccc2O1,C=C(C)Cc1cc(Br)ccc1O,[Br:1][c:2]1[cH:3][c:4]([CH2:9][C:10](=[CH2:11])[CH3:12])[c:5]([OH:8])[cH:6][cH:7]1>>[Br:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[O:8][C:10]([CH3:11])([CH3:12])[CH2:9]2,4-bromo-2-(2-methylprop-2-enyl)phenol,"5-bromo-2,2-dimethyl-3H-1-benzofuran"
Clc1ccc(-c2cn3ccnc3c(Cl)n2)c(Cl)c1,O=c1[nH]c(-c2ccc(Cl)cc2Cl)cn2ccnc12.O=P(Cl)(Cl)Cl,[Cl:1][c:2]1[c:3](-[c:9]2[nH:10][c:11](=[O:18])[c:12]3[n:13]([cH:14]2)[cH:15][cH:16][n:17]3)[cH:4][cH:5][c:6]([Cl:8])[cH:7]1.[P:30]([Cl:31])([Cl:32])([Cl:33])=[O:34]>>[Cl:1][c:2]1[c:3](-[c:9]2[n:10][c:11]([Cl:32])[c:12]3[n:13]([cH:14]2)[cH:15][cH:16][n:17]3)[cH:4][cH:5][c:6]([Cl:8])[cH:7]1,"6-(2,4-dichlorophenyl)-7H-imidazo[1,2-a]pyrazin-8-one|phosphoryl trichloride","8-chloro-6-(2,4-dichlorophenyl)imidazo[1,2-a]pyrazine"
COc1cccc2c1C(=O)OC2(C)O,COc1cccc2c1C(=O)OC2=O.O=C(O)CC(=O)O,[CH3:1][O:2][c:3]1[c:4]2[c:5]([cH:11][cH:12][cH:13]1)[C:6](=[O:7])[O:8][C:9]2=[O:10].[OH:14][C:15]([CH2:16][C:17](=[O:18])[OH:19])=[O:20]>>[CH3:1][O:2][c:3]1[c:4]2[c:5]([cH:11][cH:12][cH:13]1)[C:6]([OH:7])([CH3:15])[O:8][C:9]2=[O:10],"4-methoxy-2-benzofuran-1,3-dione|propanedioic acid",3-hydroxy-7-methoxy-3-methyl-2-benzofuran-1-one
NCc1ncccc1I,CN.Fc1ncccc1I,[CH3:1][NH2:2].[F:3][c:4]1[n:5][cH:6][cH:7][cH:8][c:9]1[I:10]>>[CH2:1]([NH2:2])[c:4]1[n:5][cH:6][cH:7][cH:8][c:9]1[I:10],methanamine|2-fluoro-3-iodopyridine,(3-iodopyridin-2-yl)methanamine
N#Cc1cccc(CN)n1,N#Cc1cccc(CN2C(=O)c3ccccc3C2=O)n1,[C:4]1(=[O:5])[N:8]([CH2:9][c:10]2[cH:11][cH:12][cH:13][c:14]([C:16]#[N:17])[n:15]2)[C:6](=[O:7])[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]21>>[NH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][c:14]([C:16]#[N:17])[n:15]1,"6-[(1,3-dioxoisoindol-2-yl)methyl]pyridine-2-carbonitrile",6-(aminomethyl)pyridine-2-carbonitrile
CC1CCN(C(=O)Cl)CC1,CC1CCNCC1.O=C(Cl)Cl,[CH3:1][CH:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[Cl:15][C:16]([Cl:17])=[O:18]>>[CH3:1][CH:2]1[CH2:3][CH2:4][N:5]([C:16]([Cl:15])=[O:18])[CH2:6][CH2:7]1,4-methylpiperidine|carbonyl dichloride,4-methylpiperidine-1-carbonyl chloride
COc1ccc(Cc2ncc[nH]2)cc1,COc1ccc(CCl)cc1.c1c[nH]cn1,[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][Cl:15])[cH:16][cH:17]1.[nH:3]1[cH:4][n:5][cH:6][cH:7]1>>[nH:3]1[c:4]([CH2:14][c:13]2[cH:12][cH:11][c:10]([O:9][CH3:8])[cH:17][cH:16]2)[n:5][cH:6][cH:7]1,1-(chloromethyl)-4-methoxybenzene|1H-imidazole,2-[(4-methoxyphenyl)methyl]-1H-imidazole
N#CCC12CCN(CC1)CC2,OCC12CCN(CC1)CC2.O=C(Cl)CC12CCN(CC1)CC2,[N:13]12[CH2:14][CH2:15][C:16]([CH2:17][OH:18])([CH2:19][CH2:20]1)[CH2:21][CH2:22]2.[N:1]12[CH2:2][CH2:3][C:4]([CH2:9][C:10]([Cl:11])=[O:12])([CH2:5][CH2:6]1)[CH2:7][CH2:8]2>>[N:1]12[CH2:2][CH2:3][C:4]([CH2:9][C:10]#[N:13])([CH2:5][CH2:6]1)[CH2:7][CH2:8]2,1-azabicyclo[2.2.2]octan-4-ylmethanol|2-(1-azabicyclo[2.2.2]octan-4-yl)acetyl chloride,2-(1-azabicyclo[2.2.2]octan-4-yl)acetonitrile
Cn1c(-c2ccco2)cc2ncnc(Cl)c21,O=C([O-])[O-].Clc1ncnc2cc(-c3ccco3)[nH]c12,[C:16](=[O:17])([O-:18])[O-:19].[Cl:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7]1)[cH:8][c:9](-[c:11]1[o:12][cH:13][cH:14][cH:15]1)[nH:10]2>>[Cl:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7]1)[cH:8][c:9](-[c:11]1[o:12][cH:13][cH:14][cH:15]1)[n:10]2[CH3:16],"carbonate|4-chloro-6-(furan-2-yl)-5H-pyrrolo[3,2-d]pyrimidine","4-chloro-6-(furan-2-yl)-5-methylpyrrolo[3,2-d]pyrimidine"
Cc1ccc(Sc2ccc(F)cc2Br)c(F)c1,Fc1ccc(S)c(Br)c1.Cc1ccc(I)c(F)c1,[Br:10][c:11]1[c:12]([SH:18])[cH:13][cH:14][c:15]([F:17])[cH:16]1.[F:1][c:2]1[c:3]([I:9])[cH:4][cH:5][c:6]([CH3:8])[cH:7]1>>[F:1][c:2]1[c:3]([S:18][c:12]2[c:11]([Br:10])[cH:16][c:15]([F:17])[cH:14][cH:13]2)[cH:4][cH:5][c:6]([CH3:8])[cH:7]1,2-bromo-4-fluorobenzenethiol|2-fluoro-1-iodo-4-methylbenzene,1-(2-bromo-4-fluorophenyl)sulfanyl-2-fluoro-4-methylbenzene
CCOC(=O)CCCOc1ccc(Br)c(C=O)c1,CCOC(=O)CCCBr.O=Cc1cc(O)ccc1Br,[Br:11][CH2:12][CH2:13][CH2:14][C:15](=[O:16])[O:17][CH2:18][CH3:19].[Br:1][c:2]1[c:3]([CH:4]=[O:5])[cH:6][c:7]([OH:10])[cH:8][cH:9]1>>[Br:1][c:2]1[c:3]([CH:4]=[O:5])[cH:6][c:7]([O:10][CH2:12][CH2:13][CH2:14][C:15](=[O:16])[O:17][CH2:18][CH3:19])[cH:8][cH:9]1,ethyl 4-bromobutanoate|2-bromo-5-hydroxybenzaldehyde,ethyl 4-(4-bromo-3-formylphenoxy)butanoate
CC(=O)c1c(C(C)C)nn2ccccc12,CC(=O)Cl.CC(C)c1cc2ccccn2n1,[CH3:5][C:6]([Cl:7])=[O:8].[CH:9]([CH3:10])([CH3:11])[c:12]1[n:13][n:14]2[c:15]([cH:16][cH:17][cH:18][cH:19]2)[cH:20]1>>[CH3:5][C:6](=[O:8])[c:20]1[c:12]([CH:9]([CH3:10])[CH3:11])[n:13][n:14]2[c:15]1[cH:16][cH:17][cH:18][cH:19]2,"acetyl chloride|2-propan-2-ylpyrazolo[1,5-a]pyridine","1-(2-propan-2-ylpyrazolo[1,5-a]pyridin-3-yl)ethanone"
Nc1ccc(C2CCCc3cncn32)cc1,O=C(O)c1ccc(C2CCCc3cncn32)cc1.[N-]=[N+]=N,[C:1]([OH:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH:10]2[CH2:11][CH2:12][CH2:13][c:14]3[n:15]2[cH:16][n:17][cH:18]3)[cH:8][cH:9]1.[NH:24]=[N+:25]=[N-:26]>>[c:4]1([NH2:24])[cH:5][cH:6][c:7]([CH:10]2[CH2:11][CH2:12][CH2:13][c:14]3[n:15]2[cH:16][n:17][cH:18]3)[cH:8][cH:9]1,"4-(5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-5-yl)benzoic acid|[N-]=[N+]=N","4-(5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-5-yl)aniline"
CCOc1cc(C=O)c(F)cc1O,CCOc1ccc(F)cc1O.O=C(O)C(F)(F)F,[CH2:1]([CH3:2])[O:3][c:4]1[c:5]([OH:11])[cH:6][c:7]([F:10])[cH:8][cH:9]1.[OH:12][C:13]([C:14]([F:15])([F:16])[F:17])=[O:18]>>[CH2:1]([CH3:2])[O:3][c:4]1[c:5]([OH:11])[cH:6][c:7]([F:10])[c:8]([CH:13]=[O:12])[cH:9]1,"2-ethoxy-5-fluorophenol|2,2,2-trifluoroacetic acid",5-ethoxy-2-fluoro-4-hydroxybenzaldehyde
