reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
CC(C)O.CN(C)c1ccncc1.CCN(C(C)C)C(C)C.Clc1nc(Cl)c(Cl)c(Cl)c1Cl.CC(N)CO,"propan-2-ol|N,N-dimethylpyridin-4-amine|N-ethyl-N-propan-2-ylpropan-2-amine|2,3,4,5,6-pentachloropyridine|2-aminopropan-1-ol",CC(CO)Nc1c(Cl)c(Cl)nc(Cl)c1Cl,"2-[(2,3,5,6-tetrachloropyridin-4-yl)amino]propan-1-ol",,,
CC1CCCC1=O.CC1CCCC(=O)N1.CCO.[H][H].[Na+].[OH-].CC1CCCC(=O)N1O,2-methylcyclopentan-1-one|6-methylpiperidin-2-one|ethanol|molecular hydrogen|sodium(1+)|hydroxide|1-hydroxy-6-methylpiperidin-2-one,CC(N)CCCC(=O)O,5-aminohexanoic acid,,,
CC(=O)O.COC(=O)CN(C)Cc1ccc([N+](=O)[O-])cc1.[Fe],acetic acid|methyl 2-[methyl-[(4-nitrophenyl)methyl]amino]acetate|iron,COC(=O)CN(C)Cc1ccc(N)cc1,methyl 2-[(4-aminophenyl)methyl-methylamino]acetate,,,
CC(=O)Oc1cccc2c1CC(=O)N2.CC(=O)OC(C)=O.[Na+].[Na+].O=C([O-])[O-].C1CCOC1,"(2-oxo-1,3-dihydroindol-4-yl) acetate|acetyl acetate|sodium(1+)|sodium(1+)|carbonate|oxolane",CC(=O)Oc1cccc2c1CC(=O)N2C(C)=O,(1-acetyl-2-oxo-3H-indol-4-yl) acetate,,,
CCCN=C=O.O=c1[nH]sc2ccccc12,"1-isocyanatopropane|1,2-benzothiazol-3-one",CCCNC(=O)n1sc2ccccc2c1=O,"3-oxo-N-propyl-1,2-benzothiazole-2-carboxamide",,,
O=C1NC(=O)C(Br)S1.Sc1nc2ccccc2o1,"5-bromo-1,3-thiazolidine-2,4-dione|3H-1,3-benzoxazole-2-thione",O=C1NC(=O)C(Sc2nc3ccccc3o2)S1,"5-(1,3-benzoxazol-2-ylsulfanyl)-1,3-thiazolidine-2,4-dione",,,
C1CCOC1.O=C(O)C=Cc1cccs1,oxolane|3-thiophen-2-ylprop-2-enoic acid,O=C(O)CCc1cccs1,3-thiophen-2-ylpropanoic acid,,,
C#Cc1ccc(-c2ccccc2F)cc1.[H][H].O=S(=O)(O)O.c1ccccc1,1-ethynyl-4-(2-fluorophenyl)benzene|molecular hydrogen|sulfuric acid|benzene,CCc1ccc(-c2ccccc2F)cc1,1-ethyl-4-(2-fluorophenyl)benzene,,,
CO.Cc1cc(C)c(Sc2nc[nH]n2)c(C)c1.O,"methanol|5-(2,4,6-trimethylphenyl)sulfanyl-1H-1,2,4-triazole|oxidane",Cc1cc(C)c(S(=O)(=O)c2nc[nH]n2)c(C)c1,"5-(2,4,6-trimethylphenyl)sulfonyl-1H-1,2,4-triazole",,,
CCC(=O)Cl.CCN(CC)CC.ClCCl.CCOC(=O)C1CC(=O)CC(=O)C1,"propanoyl chloride|N,N-diethylethanamine|dichloromethane|ethyl 3,5-dioxocyclohexane-1-carboxylate",CCOC(=O)C1CC(=O)C(C(=O)CC)C(=O)C1,"ethyl 3,5-dioxo-4-propanoylcyclohexane-1-carboxylate",,,
Cc1ccc(F)cc1Br.C1CCOC1.CC(C)[N-]C(C)C.[Li+].CN(C)C=O,"2-bromo-4-fluoro-1-methylbenzene|oxolane|di(propan-2-yl)azanide|lithium(1+)|N,N-dimethylformamide",Cc1ccc(F)c(C=O)c1Br,2-bromo-6-fluoro-3-methylbenzaldehyde,,,
BrC(Br)(Br)Br.CCOC(=O)c1ccc(C=O)cc1.ClCCl.O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tetrabromomethane|ethyl 4-formylbenzoate|dichloromethane|oxidane|triphenylphosphane,CCOC(=O)c1ccc(C=C(Br)Br)cc1,"ethyl 4-(2,2-dibromoethenyl)benzoate",,,
CO.CO.COC(=O)C(C(=O)OC)=C1SC=CS1.[K+].[OH-],"methanol|methanol|dimethyl 2-(1,3-dithiol-2-ylidene)propanedioate|potassium(1+)|hydroxide",COC(=O)C(C(=O)O)=C1SC=CS1,"2-(1,3-dithiol-2-ylidene)-3-methoxy-3-oxopropanoic acid",,,
CO.Cl.[Na+].C1CCOC1.c1ccc(NCc2ccc(C3OCCO3)cc2)cc1.O=C([O-])O,"methanol|chlorane|sodium(1+)|oxolane|N-[[4-(1,3-dioxolan-2-yl)phenyl]methyl]aniline|hydrogen carbonate",O=Cc1ccc(CNc2ccccc2)cc1,4-(anilinomethyl)benzaldehyde,,,
Cc1nc(N)nc(O)c1Cc1ccccc1.O=P(Cl)(Cl)Cl,2-amino-5-benzyl-4-methyl-1H-pyrimidin-6-one|phosphoryl trichloride,Cc1nc(N)nc(Cl)c1Cc1ccccc1,5-benzyl-4-chloro-6-methylpyrimidin-2-amine,,,
CC(=O)c1ccccc1.CCO.O=Cc1ccc(F)cc1.[Na+].[OH-].O,1-phenylethanone|ethanol|4-fluorobenzaldehyde|sodium(1+)|hydroxide|oxidane,O=C(C=Cc1ccc(F)cc1)c1ccccc1,3-(4-fluorophenyl)-1-phenylprop-2-en-1-one,,,
BrC(Br)(Br)Br.COc1ccc2c(c1)CCNC2CCO.ClCCl.NC(=O)C(F)(F)F.c1ccc(P(c2ccccc2)c2ccccc2)cc1,"tetrabromomethane|2-(6-methoxy-1,2,3,4-tetrahydroisoquinolin-1-yl)ethanol|dichloromethane|2,2,2-trifluoroacetamide|triphenylphosphane",COc1ccc2c(c1)CCNC2CCBr.NC(=O)C(F)(F)F,"COc1ccc2c(c1)CCNC2CCBr|2,2,2-trifluoroacetamide",,,
CC=CCC1Cc2ccc(OS(C)(=O)=O)cc2C1=O.CO.ClCCl.O=[O+][O-],"(2-but-2-enyl-3-oxo-1,2-dihydroinden-5-yl) methanesulfonate|methanol|dichloromethane|ozone",CS(=O)(=O)Oc1ccc2c(c1)C(=O)C(CC=O)C2,"[3-oxo-2-(2-oxoethyl)-1,2-dihydroinden-5-yl] methanesulfonate",,,
[Li]CCCC.CCC(C=O)CC.c1ccc(COn2cccn2)cc1.C1CCOC1,lithium;butane|2-ethylbutanal|1-phenylmethoxypyrazole|oxolane,CCC(CC)C(O)c1ccnn1OCc1ccccc1,2-ethyl-1-(2-phenylmethoxypyrazol-3-yl)butan-1-ol,,,
CSC1C(=O)Nc2cc(-c3ccccc3)ccc21.CCO.Cl.[Sn],"3-methylsulfanyl-6-phenyl-1,3-dihydroindol-2-one|ethanol|chlorane|tin",O=C1Cc2ccc(-c3ccccc3)cc2N1,"6-phenyl-1,3-dihydroindol-2-one",,,
C1CCOC1.C[Si](C)(C)Cl.CN([SiH](C)C)[Si](C)(C)C.CC(O)Cc1c[nH]c2ccc(F)cc12,oxolane|chloro(trimethyl)silane|N-dimethylsilyl-N-trimethylsilylmethanamine|1-(5-fluoro-1H-indol-3-yl)propan-2-ol,CC(Cc1c[nH]c2ccc(F)cc12)O[Si](C)(C)C,1-(5-fluoro-1H-indol-3-yl)propan-2-yloxy-trimethylsilane,,,
[Br-].CC[Mg+].CC(C)(C)C(=O)Cn1cncn1.CCOCC.C#CC(C)CC.[Cl-].ClCCl.[NH4+],"bromide|CC[Mg+]|3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one|ethoxyethane|3-methylpent-1-yne|chloride|dichloromethane|azanium",CCC(C)C#CC(O)(Cn1cncn1)C(C)(C)C,"2,2,6-trimethyl-3-(1,2,4-triazol-1-ylmethyl)oct-4-yn-3-ol",,,
Cc1ccccc1.CCOC(=O)C(C)C#N.C=CC(C)=O,toluene|ethyl 2-cyanopropanoate|but-3-en-2-one,CCOC(=O)C(C)(C#N)CCC(C)=O,ethyl 2-cyano-2-methyl-5-oxohexanoate,,,
CC(C)(C)c1ccc(O)c(S(C)(=O)=O)c1.O=Cc1ccccc1.[GeH4],4-tert-butyl-2-methylsulfonylphenol|benzaldehyde|germane,CC(C)(C)c1cc(C=O)c(O)c(S(C)(=O)=O)c1,5-tert-butyl-2-hydroxy-3-methylsulfonylbenzaldehyde,,,
CCOCOc1ccc(C(F)(F)C(F)(F)F)cc1.CC(C)=O.Cl.O,"1-(ethoxymethoxy)-4-(1,1,2,2,2-pentafluoroethyl)benzene|propan-2-one|chlorane|oxidane",Oc1ccc(C(F)(F)C(F)(F)F)cc1,"4-(1,1,2,2,2-pentafluoroethyl)phenol",,,
CCOC(=O)c1c(O)cc(C2CC2)nc1O.Cl.N,ethyl 6-cyclopropyl-4-hydroxy-2-oxo-1H-pyridine-3-carboxylate|chlorane|azane,Oc1cc(O)nc(C2CC2)c1,6-cyclopropyl-4-hydroxy-1H-pyridin-2-one,,,
C=CC1CC1(CO)NC(=O)OC(C)(C)C.ClCCl,tert-butyl N-[2-ethenyl-1-(hydroxymethyl)cyclopropyl]carbamate|dichloromethane,C=CC1CC1(C=O)NC(=O)OC(C)(C)C,tert-butyl N-(2-ethenyl-1-formylcyclopropyl)carbamate,,,
O=Cc1cc(Br)c2c(c1)OCCO2.[F-].[K+].CN(C)C=O,"5-bromo-2,3-dihydro-1,4-benzodioxine-7-carbaldehyde|fluoride|potassium(1+)|N,N-dimethylformamide",Cc1cc(C=O)cc2c1OCCO2,"5-methyl-2,3-dihydro-1,4-benzodioxine-7-carbaldehyde",,,
Nc1ccc(Br)c(Cl)c1.O=S(=O)(Cl)C1CC1.ClCCl.c1ccncc1,4-bromo-3-chloroaniline|cyclopropanesulfonyl chloride|dichloromethane|pyridine,O=S(=O)(Nc1ccc(Br)c(Cl)c1)C1CC1,N-(4-bromo-3-chlorophenyl)cyclopropanesulfonamide,,,
CO.CC1=C(c2ccc(F)c(F)c2)COC1=O,"methanol|3-(3,4-difluorophenyl)-4-methyl-2H-furan-5-one",CC1C(=O)OCC1c1ccc(F)c(F)c1,"4-(3,4-difluorophenyl)-3-methyloxolan-2-one",,,
CC(C)=O.CCN(CC)CC.O=C=NC1CCCC1.NCCc1c[nH]c2ccccc12,"propan-2-one|N,N-diethylethanamine|isocyanatocyclopentane|2-(1H-indol-3-yl)ethanamine",O=C(NCCc1c[nH]c2ccccc12)NC1CCCC1,1-cyclopentyl-3-[2-(1H-indol-3-yl)ethyl]urea,,,
CO.CCCCCC.CN1CC=C(c2c[nH]c3ccc(N)cc23)CC1,"methanol|hexane|3-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)-1H-indol-5-amine",Nc1ccc2[nH]ccc2c1,1H-indol-5-amine,,,
OCc1ccccc1.CS(C)=O.CC(C)(C)[O-].Clc1cncc(Cl)n1.[K+],"phenylmethanol|methylsulfinylmethane|2-methylpropan-2-olate|2,6-dichloropyrazine|potassium(1+)",Clc1cncc(OCc2ccccc2)n1,2-chloro-6-phenylmethoxypyrazine,,,
OCc1nc2cc(Br)cnc2[nH]1.CI.CN(C)C=O.[H-].[Na+],"(6-bromo-1H-imidazo[4,5-b]pyridin-2-yl)methanol|iodomethane|N,N-dimethylformamide|hydride|sodium(1+)",Cn1c(CO)nc2cc(Br)cnc21,"(6-bromo-3-methylimidazo[4,5-b]pyridin-2-yl)methanol",,,
CS(=O)c1cc([N+](=O)[O-])c(Cl)cc1Cl.ClCCl.[Na+].O=C([O-])O.O=C(OO)c1cccc(Cl)c1,"1,5-dichloro-2-methylsulfinyl-4-nitrobenzene|dichloromethane|sodium(1+)|hydrogen carbonate|3-chlorobenzenecarboperoxoic acid",CS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1Cl,"1,5-dichloro-2-methylsulfonyl-4-nitrobenzene",,,
CC#N.O=S(=O)(O)C1=NCCN1.Nc1cccc2c1CCCC2,"acetonitrile|4,5-dihydro-1H-imidazole-2-sulfonic acid|5,6,7,8-tetrahydronaphthalen-1-amine",c1cc2c(c(N=C3NCCN3)c1)CCCC2,"N-(5,6,7,8-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazol-2-amine",,,
CC#N.CCN(C(C)C)C(C)C.O=[N+]([O-])c1cc(C(F)(F)F)ccc1F.c1c[nH]cn1,acetonitrile|N-ethyl-N-propan-2-ylpropan-2-amine|1-fluoro-2-nitro-4-(trifluoromethyl)benzene|1H-imidazole,O=[N+]([O-])c1cc(C(F)(F)F)ccc1-n1ccnc1,1-[2-nitro-4-(trifluoromethyl)phenyl]imidazole,,,
CC[N+](CC)(CC)Cc1ccccc1.[Cl-].ClCCBr.[Na+].[OH-].O.N#CCc1ccc2ncsc2c1,"benzyl(triethyl)azanium|chloride|1-bromo-2-chloroethane|sodium(1+)|hydroxide|oxidane|2-(1,3-benzothiazol-6-yl)acetonitrile",N#CC1(c2ccc3ncsc3c2)CC1,"1-(1,3-benzothiazol-6-yl)cyclopropane-1-carbonitrile",,,
O=C(O)C1=CCNCC1.C=CCOC(=O)Cl.Cl.[Na+].[Na+].O=C([O-])[O-].O,"1,2,3,6-tetrahydropyridine-4-carboxylic acid|prop-2-enyl carbonochloridate|chlorane|sodium(1+)|sodium(1+)|carbonate|oxidane",C=CCOC(=O)N1CC=C(C(=O)O)CC1,"1-prop-2-enoxycarbonyl-3,6-dihydro-2H-pyridine-4-carboxylic acid",,,
CC1NC(=O)C(C2CC2)NC1=O.Cl.CCC(N)C(=O)NC(C(=O)OC)C1CC1,"3-cyclopropyl-6-methylpiperazine-2,5-dione|chlorane|methyl 2-(2-aminobutanoylamino)-2-cyclopropylacetate",CCC1NC(=O)C(C2CC2)NC1=O,"3-cyclopropyl-6-ethylpiperazine-2,5-dione",,,
ClP(Cl)CCCc1ccccc1.BrCCc1ccccc1,dichloro(3-phenylpropyl)phosphane|2-bromoethylbenzene,ClP(Cl)CCc1ccccc1,dichloro(2-phenylethyl)phosphane,,,
CC1(C)CCC(=O)NC1.ClC(Cl)Cl.O=S(=O)(Cl)Cl,"5,5-dimethylpiperidin-2-one|chloroform|sulfuryl dichloride",CC1(C)CNC(=O)C(Cl)(Cl)C1,"3,3-dichloro-5,5-dimethylpiperidin-2-one",,,
COc1ccc2occc2c1.Cl.[I-].[Li+].Cc1cc(C)nc(C)c1,"5-methoxy-1-benzofuran|chlorane|iodide|lithium(1+)|2,4,6-trimethylpyridine",Oc1ccc2occc2c1,1-benzofuran-5-ol,,,
BrCCCc1ccccc1.I.[Mg].C1CCOC1,3-bromopropylbenzene|iodane|magnesium|oxolane,[Br-].[Mg+]CCCc1ccccc1,bromide|[Mg+]CCCc1ccccc1,,,
C1CCOC1.CC1CC2(CCC1=O)OCCO2,"oxolane|7-methyl-1,4-dioxaspiro[4.5]decan-8-one",CC1CC2(CCC1O)OCCO2,"7-methyl-1,4-dioxaspiro[4.5]decan-8-ol",,,
O=C([O-])[O-].C1COCCN1.CNc1cc(Cl)c(Cl)cc1[N+](=O)[O-].O=C(O)C(F)(F)F.[K+].[K+].CN(C)C=O.O,"carbonate|morpholine|4,5-dichloro-N-methyl-2-nitroaniline|2,2,2-trifluoroacetic acid|potassium(1+)|potassium(1+)|N,N-dimethylformamide|oxidane",CNc1cc(N2CCOCC2)c(Cl)cc1[N+](=O)[O-],4-chloro-N-methyl-5-morpholin-4-yl-2-nitroaniline,,,
ClCCl.CCN(CC)CC.CNS(=O)(=O)Cl.Oc1ccc(Cl)cc1,"dichloromethane|N,N-diethylethanamine|N-methylsulfamoyl chloride|4-chlorophenol",CNS(=O)(=O)Oc1ccc(Cl)cc1,(4-chlorophenyl) N-methylsulfamate,,,
CCO.CC1(C)OCC(C2C=Cc3cc(F)ccc3O2)O1.[NH4+],"ethanol|2-(2,2-dimethyl-1,3-dioxolan-4-yl)-6-fluoro-2H-chromene|azanium",CC1(C)OCC(C2CCc3cc(F)ccc3O2)O1,"2-(2,2-dimethyl-1,3-dioxolan-4-yl)-6-fluoro-3,4-dihydro-2H-chromene",,,
Oc1cccc(Br)c1F.CC#CC(=O)OCC.C1CCC2=NCCCN2CC1.C1CCOC1,"3-bromo-2-fluorophenol|ethyl but-2-ynoate|2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine|oxolane",CCOC(=O)C=C(C)Oc1cccc(Br)c1F,ethyl 3-(3-bromo-2-fluorophenoxy)but-2-enoate,,,
CCOC(=O)OCC.CCOC(=O)Cc1c(F)cccc1Cl.Cl.[H-].[Na+].C1CCOC1,diethyl carbonate|ethyl 2-(2-chloro-6-fluorophenyl)acetate|chlorane|hydride|sodium(1+)|oxolane,CCOC(=O)C(C(=O)OCC)c1c(F)cccc1Cl,diethyl 2-(2-chloro-6-fluorophenyl)propanedioate,,,
ClC(Cl)Cl.O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCCO.O=S(Cl)Cl,chloroform|3-[2-nitro-4-(trifluoromethyl)anilino]propan-1-ol|thionyl dichloride,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NCCCCl,N-(3-chloropropyl)-2-nitro-4-(trifluoromethyl)aniline,,,
O=C(O)CCCCCCCCCCBr.C[O-].CN(C)P(=O)(N(C)C)N(C)C.Cl.[Na+].O.Oc1ccccc1,11-bromoundecanoic acid|methanolate|N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine|chlorane|sodium(1+)|oxidane|phenol,O=C(O)CCCCCCCCCCOc1ccccc1,11-phenoxyundecanoic acid,,,
O=Cc1cc(Br)c(O)c(Br)c1.O=C([O-])[O-].COc1ccc(CCl)cc1.[K+].[K+].CN(C)C=O,"3,5-dibromo-4-hydroxybenzaldehyde|carbonate|1-(chloromethyl)-4-methoxybenzene|potassium(1+)|potassium(1+)|N,N-dimethylformamide",COc1ccc(COc2c(Br)cc(C=O)cc2Br)cc1,"3,5-dibromo-4-[(4-methoxyphenyl)methoxy]benzaldehyde",,,
CCCCCCCCBr.CCCCCC.CN(C)P(=O)(N(C)C)N(C)C.CC(C)NC(C)C.[Li]CCCC.C1CCOC1.O.CCOC(=O)CC(C)O,1-bromooctane|hexane|N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine|N-propan-2-ylpropan-2-amine|lithium;butane|oxolane|oxidane|ethyl 3-hydroxybutanoate,CCCCCCCCC(C(=O)OCC)C(C)O,ethyl 2-(1-hydroxyethyl)decanoate,,,
CC(C)=O.O=CO.CC=Cc1ccc2c(c1)OCO2.O.OO.O=S(=O)(O)O,"propan-2-one|formic acid|5-prop-1-enyl-1,3-benzodioxole|oxidane|hydrogen peroxide|sulfuric acid",CC(=O)Cc1ccc2c(c1)OCO2,"1-(1,3-benzodioxol-5-yl)propan-2-one",,,
CC(C)(C)[O-].CS(C)=O.O=[N+]([O-])c1ccc(Cl)nc1.Oc1ccc(Cl)c(Cl)c1.[K+],"2-methylpropan-2-olate|methylsulfinylmethane|2-chloro-5-nitropyridine|3,4-dichlorophenol|potassium(1+)",O=[N+]([O-])c1ccc(Oc2ccc(Cl)c(Cl)c2)nc1,"2-(3,4-dichlorophenoxy)-5-nitropyridine",,,
CN=C=O.OCc1nccc(Cl)n1.Cl[Cu].CN(C)C=O.O,"methylimino(oxo)methane|(4-chloropyrimidin-2-yl)methanol|chlorocopper|N,N-dimethylformamide|oxidane",CNC(=O)OCc1nccc(Cl)n1,(4-chloropyrimidin-2-yl)methyl N-methylcarbamate,,,
[Al+3].CCOCC.COC(=O)c1cccc2nn(C)cc12.[H-].[H-].[H-].[H-].[Li+].[Na+].C1CCOC1.[OH-].O,aluminum(3+)|ethoxyethane|methyl 2-methylindazole-4-carboxylate|hydride|hydride|hydride|hydride|lithium(1+)|sodium(1+)|oxolane|hydroxide|oxidane,Cn1cc2c(CO)cccc2n1,(2-methylindazol-4-yl)methanol,,,
CCOC(=O)C(C)Br.CCO.Nc1ccc(Cl)c(Cl)c1.[Na+].O=C([O-])O,"ethyl 2-bromopropanoate|ethanol|3,4-dichloroaniline|sodium(1+)|hydrogen carbonate",CCOC(=O)C(C)Nc1ccc(Cl)c(Cl)c1,"ethyl 2-(3,4-dichloroanilino)propanoate",,,
O=C([O-])[O-].CN(C)C=O.ClCC1CC1.[K+].[K+].O=Cc1cccc(O)c1,"carbonate|N,N-dimethylformamide|chloromethylcyclopropane|potassium(1+)|potassium(1+)|3-hydroxybenzaldehyde",O=Cc1cccc(OCC2CC2)c1,3-(cyclopropylmethoxy)benzaldehyde,,,
CC(O)c1cc(Br)cc(C(F)(F)F)c1.ClCCl.O=S(Br)Br,1-[3-bromo-5-(trifluoromethyl)phenyl]ethanol|dichloromethane|O=S(Br)Br,CC(Br)c1cc(Br)cc(C(F)(F)F)c1,1-bromo-3-(1-bromoethyl)-5-(trifluoromethyl)benzene,,,
[BH4-].C1CCOC1.COc1cccc(C=O)n1.[Na+],boranuide|oxolane|6-methoxypyridine-2-carbaldehyde|sodium(1+),COc1cccc(CO)n1,(6-methoxypyridin-2-yl)methanol,,,
CCO.CCOC(C)=O.Nc1cccc(Cl)c1[N+](=O)[O-].Cl.[K+].[OH-].O.O.Cl[Sn]Cl,ethanol|ethyl acetate|3-chloro-2-nitroaniline|chlorane|potassium(1+)|hydroxide|oxidane|oxidane|dichlorotin,Nc1cccc(Cl)c1N,"3-chlorobenzene-1,2-diamine",,,
O=C1CCCc2ccccc21.ClC(Cl)Cl.[N-]=[N+]=[N-].[Na+].O=S(=O)(O)O,"3,4-dihydro-2H-naphthalen-1-one|chloroform|azide|sodium(1+)|sulfuric acid",O=C1CCCc2ccccc2N1,"1,3,4,5-tetrahydro-1-benzazepin-2-one",,,
CCO.CC(C)(C)OC(=O)C=Cc1cccc(CO)n1.O=[Pt]=O,ethanol|tert-butyl 3-[6-(hydroxymethyl)pyridin-2-yl]prop-2-enoate|dioxoplatinum,CC(C)(C)OC(=O)CCc1cccc(CO)n1,tert-butyl 3-[6-(hydroxymethyl)pyridin-2-yl]propanoate,,,
[BH4-].COc1ccccc1OCCN.CO.[Na+].O=Cc1cccnc1,boranuide|2-(2-methoxyphenoxy)ethanamine|methanol|sodium(1+)|pyridine-3-carbaldehyde,COc1ccccc1OCCNCc1cccnc1,2-(2-methoxyphenoxy)-N-(pyridin-3-ylmethyl)ethanamine,,,
ClCCl.CC(=O)OC(C)=O.Nc1cccnc1N,"dichloromethane|acetyl acetate|pyridine-2,3-diamine",CC(=O)Nc1cccnc1N,N-(2-aminopyridin-3-yl)acetamide,,,
CN1CCCC(O)C1.N#Cc1cccc(F)c1.[H-].[Na+].CN(C)C=O,"1-methylpiperidin-3-ol|3-fluorobenzonitrile|hydride|sodium(1+)|N,N-dimethylformamide",CN1CCCC(Oc2cccc(C#N)c2)C1,3-(1-methylpiperidin-3-yl)oxybenzonitrile,,,
CO.O=C1CN2CCC1CC2,methanol|1-azabicyclo[2.2.2]octan-3-one,OC1CN2CCC1CC2,1-azabicyclo[2.2.2]octan-3-ol,,,
COC(=O)c1ccc(-c2ccc(C#N)cn2)cn1.[Li+].C1CCOC1.[OH-].O,methyl 5-(5-cyanopyridin-2-yl)pyridine-2-carboxylate|lithium(1+)|oxolane|hydroxide|oxidane,N#Cc1ccc(-c2ccc(C(=O)O)nc2)nc1,5-(5-cyanopyridin-2-yl)pyridine-2-carboxylic acid,,,
CNC(=O)N(C)N=NCCO[Si](C)(C)C(C)(C)C.CCCC[N+](CCCC)(CCCC)CCCC.[F-].C1CCOC1,"1-[2-[tert-butyl(dimethyl)silyl]oxyethyldiazenyl]-1,3-dimethylurea|tetrabutylazanium|fluoride|oxolane",CNC(=O)N(C)N=NCCO,"1-(2-hydroxyethyldiazenyl)-1,3-dimethylurea",,,
[C-]#N.CN1CCCC1=O.Clc1ccc2nc(-c3ccccc3)oc2n1,"cyanide|1-methylpyrrolidin-2-one|5-chloro-2-phenyl-[1,3]oxazolo[5,4-b]pyridine",N#Cc1ccc2nc(-c3ccccc3)oc2n1,"2-phenyl-[1,3]oxazolo[5,4-b]pyridine-5-carbonitrile",,,
BrCCOCCBr.COC(=O)c1cccc(CC#N)c1.CS(C)=O.[H-].[Na+],1-bromo-2-(2-bromoethoxy)ethane|methyl 3-(cyanomethyl)benzoate|methylsulfinylmethane|hydride|sodium(1+),COC(=O)c1cccc(C2(C#N)CCOCC2)c1,methyl 3-(4-cyanooxan-4-yl)benzoate,,,
CCOC(=O)C=CC(=O)OCC.ClCCl.NO,diethyl but-2-enedioate|dichloromethane|hydroxylamine,CCOC(=O)CC(NO)C(=O)OCC,diethyl 2-(hydroxyamino)butanedioate,,,
CCC(C)=O.CCOCC.CCOC(=O)C1(CCCCCl)CCC1.[I-].[Na+],butan-2-one|ethoxyethane|ethyl 1-(4-chlorobutyl)cyclobutane-1-carboxylate|iodide|sodium(1+),CCOC(=O)C1(CCCCI)CCC1,ethyl 1-(4-iodobutyl)cyclobutane-1-carboxylate,,,
CC(C(=O)O)[N+](=O)[O-].O=C1CC([N+](=O)[O-])([N+](=O)[O-])CO1,"2-nitropropanoic acid|4,4-dinitrooxolan-2-one",CC(C(=O)O)([N+](=O)[O-])[N+](=O)[O-],"2,2-dinitropropanoic acid",,,
CO.O=S(=O)(O)O.O=C(O)c1cc2ccccc2[nH]1,methanol|sulfuric acid|1H-indole-2-carboxylic acid,COC(=O)c1cc2ccccc2[nH]1,methyl 1H-indole-2-carboxylate,,,
CCOC(=O)C(C)(C)Br.O=C([O-])[O-].[Cs+].[Cs+].CC(=O)c1ccc(O)c(C)c1F.[K+].CN(C)C=O.O=S(=O)([O-])O,"ethyl 2-bromo-2-methylpropanoate|carbonate|cesium(1+)|cesium(1+)|1-(2-fluoro-4-hydroxy-3-methylphenyl)ethanone|potassium(1+)|N,N-dimethylformamide|hydrogen sulfate",CCOC(=O)C(C)(C)Oc1ccc(C(C)=O)c(F)c1C,ethyl 2-(4-acetyl-3-fluoro-2-methylphenoxy)-2-methylpropanoate,,,
CCc1n[nH]c2cc(C(=O)OC)ccc12.BrC1CCC1,methyl 3-ethyl-2H-indazole-6-carboxylate|bromocyclobutane,CCc1nn(C2CCC2)c2cc(C(=O)OC)ccc12,methyl 1-cyclobutyl-3-ethylindazole-6-carboxylate,,,
Cl.c1ccc(OC2CCC3(CC2)OCCO3)cc1,"chlorane|8-phenoxy-1,4-dioxaspiro[4.5]decane",O=C1CCC(Oc2ccccc2)CC1,4-phenoxycyclohexan-1-one,,,
C[S+](C)(C)=O.CO.Cc1ccccc1.O=C(Cn1cncn1)c1ccc(Cl)cc1.ClCCl.[I-].[Na+].[OH-],"C[S+](C)(C)=O|methanol|toluene|1-(4-chlorophenyl)-2-(1,2,4-triazol-1-yl)ethanone|dichloromethane|iodide|sodium(1+)|hydroxide",OCC(O)(Cn1cncn1)c1ccc(Cl)cc1,"2-(4-chlorophenyl)-3-(1,2,4-triazol-1-yl)propane-1,2-diol",,,
CCOC(=O)c1sc(SC)c2c1CCc1sc(C)nc1-2.CCO.[Na+].C1CCOC1.[OH-].O,"ethyl 2-methyl-8-methylsulfanyl-4,5-dihydrothieno[3,4-e][1,3]benzothiazole-6-carboxylate|ethanol|sodium(1+)|oxolane|hydroxide|oxidane",CSc1sc(C(=O)O)c2c1-c1nc(C)sc1CC2,"2-methyl-8-methylsulfanyl-4,5-dihydrothieno[3,4-e][1,3]benzothiazole-6-carboxylic acid",,,
CCOC(=O)c1ccnc(C(OCC)OCC)c1.[Na+].C1CCOC1.[OH-],ethyl 2-(diethoxymethyl)pyridine-4-carboxylate|sodium(1+)|oxolane|hydroxide,CCOC(OCC)c1cc(C(=O)O)ccn1,2-(diethoxymethyl)pyridine-4-carboxylic acid,,,
CN(C)c1ccc(Br)cc1.[Li]CCCC.C1CCOC1.CCCCCCC(=O)N(C)OC,"4-bromo-N,N-dimethylaniline|lithium;butane|oxolane|N-methoxy-N-methylheptanamide",CCCCCCC(=O)c1ccc(N(C)C)cc1,1-[4-(dimethylamino)phenyl]heptan-1-one,,,
