reactant_smiles,reactant_iupac,product_smiles,product_iupac,reagent_smiles,solvent_smiles,catalyst_smiles
Cc1cnn(Cc2ccccc2)c1NC1CCOCC1.O=CO,2-benzyl-4-methyl-N-(oxan-4-yl)pyrazol-3-amine|formic acid,Cc1cn[nH]c1NC1CCOCC1,4-methyl-N-(oxan-4-yl)-1H-pyrazol-5-amine,,,
CCC(C)(C)O.CO.[O-][n+]1ccccc1Cl.ClCCl.ClC(Cl)Cl.NCCCO.[Na+].O=C([O-])O,2-methylbutan-2-ol|methanol|2-chloro-1-oxidopyridin-1-ium|dichloromethane|chloroform|3-aminopropan-1-ol|sodium(1+)|hydrogen carbonate,[O-][n+]1ccccc1NCCCO,3-[(1-hydroxypyridin-2-ylidene)amino]propan-1-ol,,,
Sc1ccc(Br)cc1.CC(C)(C)OC(=O)C(C)(C)Br.CCO.[K+].[OH-],4-bromobenzenethiol|tert-butyl 2-bromo-2-methylpropanoate|ethanol|potassium(1+)|hydroxide,CC(C)(C)OC(=O)C(C)(C)Sc1ccc(Br)cc1,tert-butyl 2-(4-bromophenyl)sulfanyl-2-methylpropanoate,,,
CO.O=c1oc2ncccc2c2ccc([N+](=O)[O-])cc12,"methanol|8-nitroisochromeno[3,4-b]pyridin-6-one",Nc1ccc2c(c1)c(=O)oc1ncccc12,"8-aminoisochromeno[3,4-b]pyridin-6-one",,,
CC(C)(C)[Si](C)(C)OCCBr.[H-].Nc1cc[nH]c(=O)c1.[Na+].CN(C)C=O.O,"2-bromoethoxy-tert-butyl-dimethylsilane|hydride|4-amino-1H-pyridin-2-one|sodium(1+)|N,N-dimethylformamide|oxidane",CC(C)(C)[Si](C)(C)OCCn1ccc(N)cc1=O,4-amino-1-[2-[tert-butyl(dimethyl)silyl]oxyethyl]pyridin-2-one,,,
ClCCCCCBr.O=Cc1cccc(Cl)c1.[Mg].C1CCOC1.O,1-bromo-5-chloropentane|3-chlorobenzaldehyde|magnesium|oxolane|oxidane,OC(CCCCCBr)c1cccc(Cl)c1,6-bromo-1-(3-chlorophenyl)hexan-1-ol,,,
Cc1ccc(CCO)cc1.[K+].O=[N+]([O-])c1ccc(Cl)cc1.[OH-].c1ccccc1,2-(4-methylphenyl)ethanol|potassium(1+)|1-chloro-4-nitrobenzene|hydroxide|benzene,Cc1ccc(CCOc2ccc([N+](=O)[O-])cc2)cc1,1-methyl-4-[2-(4-nitrophenoxy)ethyl]benzene,,,
CCCC(=O)c1cccc(Br)c1.COCCOCCOC.[K+].NN.[OH-].O,1-(3-bromophenyl)butan-1-one|1-methoxy-2-(2-methoxyethoxy)ethane|potassium(1+)|hydrazine|hydroxide|oxidane,CCCCc1cccc(Br)c1,1-bromo-3-butylbenzene,,,
C1CCOC1.CC(C)=CC1CC(=O)OC1=O.O,"oxolane|3-(2-methylprop-1-enyl)oxolane-2,5-dione|oxidane",CC(C)=CC(CC(=O)O)C(=O)O,2-(2-methylprop-1-enyl)butanedioic acid,,,
CC(C)(C)[O-].COC=CC(=O)OC.N#CCc1ccc(C(F)(F)F)cc1Cl.[Na+].C1CCOC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"2-methylpropan-2-olate|methyl 3-methoxyprop-2-enoate|2-[2-chloro-4-(trifluoromethyl)phenyl]acetonitrile|sodium(1+)|oxolane|2-hydroxypropane-1,2,3-tricarboxylic acid",COC(=O)CC=C(C#N)c1ccc(C(F)(F)F)cc1Cl,methyl 4-[2-chloro-4-(trifluoromethyl)phenyl]-4-cyanobut-3-enoate,,,
CC(=O)O[BH-](OC(C)=O)OC(C)=O.C1CCOC1.CC(=O)O.CC(C)=O.Nc1ccc(F)cc1.[Na+],triacetyloxyboranuide|oxolane|acetic acid|propan-2-one|4-fluoroaniline|sodium(1+),CC(C)Nc1ccc(F)cc1,4-fluoro-N-propan-2-ylaniline,,,
COC(=O)CBr.C1CCOC1.C1CSCSC1.[H-].[Na+],"methyl 2-bromoacetate|oxolane|1,3-dithiane|hydride|sodium(1+)",COC(=O)CSCCCS,methyl 2-(3-sulfanylpropylsulfanyl)acetate,,,
O=C1CCc2ccc(Br)cc2C1.CCOCC.OCCO.Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1,"7-bromo-3,4-dihydro-1H-naphthalen-2-one|ethoxyethane|ethane-1,2-diol|4-methylbenzenesulfonic acid|benzene",Brc1ccc2c(c1)CC1(CC2)OCCO1,"6'-bromospiro[1,3-dioxolane-2,3'-2,4-dihydro-1H-naphthalene]",,,
CC(C)C[Al+]CC(C)C.ClCCl.CCC(CC)CC1CC(C(=O)N(C)OC)C1.[H-].O=S(=O)(O)O,bis(2-methylpropyl)alumanylium|dichloromethane|3-(2-ethylbutyl)-N-methoxy-N-methylcyclobutane-1-carboxamide|hydride|sulfuric acid,CCC(CC)CC1CC(C=O)C1,3-(2-ethylbutyl)cyclobutane-1-carbaldehyde,,,
O=C(O)c1cc(Br)ncc1F.C1CCOC1.CCOC(=O)C=CN(C)C.CCN(CC)CC.Cc1ccccc1.O.O=S(Cl)Cl,"2-bromo-5-fluoropyridine-4-carboxylic acid|oxolane|ethyl 3-(dimethylamino)prop-2-enoate|N,N-diethylethanamine|toluene|oxidane|thionyl dichloride",CCOC(=O)C(=CN(C)C)C(=O)c1cc(Br)ncc1F,ethyl 2-(2-bromo-5-fluoropyridine-4-carbonyl)-3-(dimethylamino)prop-2-enoate,,,
COC(=O)CCn1cc(C)c(=O)[nH]c1=O.Cl.[Na+].[OH-],"methyl 3-(5-methyl-2,4-dioxopyrimidin-1-yl)propanoate|chlorane|sodium(1+)|hydroxide",Cc1cn(CCC(=O)O)c(=O)[nH]c1=O,"3-(5-methyl-2,4-dioxopyrimidin-1-yl)propanoic acid",,,
Cc1ccc(S(=O)(=O)OC2COC3C(Br)COC23)cc1.CC(C)O.CO.[Cl-].N.[NH4+].[NH4+].O=C(NCC(O)C1C=CCO1)OCc1ccccc1.C1CCOC1.[OH-].O.[Zn],"(6-bromo-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-yl) 4-methylbenzenesulfonate|propan-2-ol|methanol|chloride|azane|azanium|azanium|benzyl N-[2-(2,5-dihydrofuran-2-yl)-2-hydroxyethyl]carbamate|oxolane|hydroxide|oxidane|zinc",NCC(O)C1C=CCO1,"2-amino-1-(2,5-dihydrofuran-2-yl)ethanol",,,
CCO.[Cl-].[Fe].Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1.[NH4+].C1CCOC1.O,"ethanol|chloride|iron|5-(4-nitrophenyl)sulfonyl-1,3-thiazol-2-amine|azanium|oxolane|oxidane",Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1,"5-(4-aminophenyl)sulfonyl-1,3-thiazol-2-amine",,,
CCOC(C)=O.O=C(O)c1cc([N+](=O)[O-])ccc1F.[H][H],ethyl acetate|2-fluoro-5-nitrobenzoic acid|molecular hydrogen,Nc1ccc(F)c(C(=O)O)c1,5-amino-2-fluorobenzoic acid,,,
CC(C)C[Al+]CC(C)C.Cc1ccccc1.[H-].O=C1COc2ccccc2O1,"bis(2-methylpropyl)alumanylium|toluene|hydride|1,4-benzodioxin-3-one",OC1COc2ccccc2O1,"2,3-dihydro-1,4-benzodioxin-3-ol",,,
COC(=O)c1ccc(OC(C)C)c(C=O)c1.C1CCOC1,methyl 3-formyl-4-propan-2-yloxybenzoate|oxolane,COC(=O)c1ccc(OC(C)C)c(CO)c1,methyl 3-(hydroxymethyl)-4-propan-2-yloxybenzoate,,,
CCN(CC)CC.CS(C)=O.O=C(Cl)C(=O)Cl.ClCCl.O.COC(=O)c1ccc2oc(CCCO)cc2c1,"N,N-diethylethanamine|methylsulfinylmethane|oxalyl dichloride|dichloromethane|oxidane|methyl 2-(3-hydroxypropyl)-1-benzofuran-5-carboxylate",COC(=O)c1ccc2oc(CCC=O)cc2c1,methyl 2-(3-oxopropyl)-1-benzofuran-5-carboxylate,,,
CCO.[H][H].O=[N+]([O-])c1ccc(CCCCO)cc1,ethanol|molecular hydrogen|4-(4-nitrophenyl)butan-1-ol,Nc1ccc(CCCCO)cc1,4-(4-aminophenyl)butan-1-ol,,,
CCOCC.CO.[Cl-].Cl.[Cu].[Li].O=S(Cl)Cl.O=C(O)Cc1ccc(-c2ccccc2)cc1,ethoxyethane|methanol|chloride|chlorane|copper|lithium|thionyl dichloride|2-(4-phenylphenyl)acetic acid,CC(=O)Cc1ccc(-c2ccccc2)cc1,1-(4-phenylphenyl)propan-2-one,,,
CN(C)C=O.CCOC(=O)CP(=O)(OCC)OCC.O=Cc1cccc(OC(F)(F)F)c1.[H-].[Na+],"N,N-dimethylformamide|ethyl 2-diethoxyphosphorylacetate|3-(trifluoromethoxy)benzaldehyde|hydride|sodium(1+)",CCOC(=O)C=Cc1cccc(OC(F)(F)F)c1,ethyl 3-[3-(trifluoromethoxy)phenyl]prop-2-enoate,,,
Oc1ccc(Br)cc1.CN(C)CCN.Cc1ccccc1.[Cu]I.Fc1ccc2[nH]ncc2c1.[K+].[K+].[K+].O=P([O-])([O-])[O-],"4-bromophenol|N',N'-dimethylethane-1,2-diamine|toluene|iodocopper|5-fluoro-1H-indazole|potassium(1+)|potassium(1+)|potassium(1+)|phosphate",Oc1ccc(-n2cc3cc(F)ccc3n2)cc1,4-(5-fluoroindazol-2-yl)phenol,,,
CCC(C=O)=C(C)C.CCOC(=O)CP(=O)(OCC)OCC.[H-].[Na+].O.c1ccccc1,2-ethyl-3-methylbut-2-enal|ethyl 2-diethoxyphosphorylacetate|hydride|sodium(1+)|oxidane|benzene,CCOC(=O)C=CC(CC)=C(C)C,"ethyl 4-ethyl-5-methylhexa-2,4-dienoate",,,
CCOC(=O)CI.CNS(=O)(=O)c1ccsc1C(=O)OC.CN(C)C=O.[H-].[Na+],"ethyl 2-iodoacetate|methyl 3-(methylsulfamoyl)thiophene-2-carboxylate|N,N-dimethylformamide|hydride|sodium(1+)",CCOC(=O)CN(C)S(=O)(=O)c1ccsc1C(=O)OC,methyl 3-[(2-ethoxy-2-oxoethyl)-methylsulfamoyl]thiophene-2-carboxylate,,,
CO.O=S(=O)(O)O.O=C(O)CCCC=CCCc1ccccc1,methanol|sulfuric acid|8-phenyloct-5-enoic acid,COC(=O)CCCC=CCCc1ccccc1,methyl 8-phenyloct-5-enoate,,,
Cl.[Na+].[OH-].CCOC(=O)c1nnsc1Nc1ccccc1,chlorane|sodium(1+)|hydroxide|ethyl 5-anilinothiadiazole-4-carboxylate,O=C(O)c1nnsc1Nc1ccccc1,5-anilinothiadiazole-4-carboxylic acid,,,
CCN(C(C)C)C(C)C.NCc1ccc(CO)cc1.CN(C)C=O.O=C(O)c1ccccn1.On1nnc2ccccc21,"N-ethyl-N-propan-2-ylpropan-2-amine|[4-(aminomethyl)phenyl]methanol|N,N-dimethylformamide|pyridine-2-carboxylic acid|1-hydroxybenzotriazole",O=C(NCc1ccc(CO)cc1)c1ccccn1,N-[[4-(hydroxymethyl)phenyl]methyl]pyridine-2-carboxamide,,,
COc1ccc(CCCCBr)cc1.CCC(C)(C)O.[I-].[K+].[Na+].[OH-].OCCc1ncc[nH]1,1-(4-bromobutyl)-4-methoxybenzene|2-methylbutan-2-ol|iodide|potassium(1+)|sodium(1+)|hydroxide|2-(1H-imidazol-2-yl)ethanol,COc1ccc(CCCCn2ccnc2CCO)cc1,2-[1-[4-(4-methoxyphenyl)butyl]imidazol-2-yl]ethanol,,,
CCOc1cc(C=O)ccc1OC.CCOCC.O=[N+]([O-])O,3-ethoxy-4-methoxybenzaldehyde|ethoxyethane|nitric acid,CCOc1cc(C=O)cc([N+](=O)[O-])c1OC,3-ethoxy-4-methoxy-5-nitrobenzaldehyde,,,
N#CC(F)(F)C(F)(F)C(=O)[O-].CC[N+](C)(CC)CC.COCCOCCOC.O=S(=O)(F)OC(F)(F)C(F)=C(F)F,"3-cyano-2,2,3,3-tetrafluoropropanoate|triethyl(methyl)azanium|1-methoxy-2-(2-methoxyethoxy)ethane|1,1,2,3,3-pentafluoro-3-fluorosulfonyloxyprop-1-ene",N#CC(F)(F)C(F)(F)C(=O)F,"3-cyano-2,2,3,3-tetrafluoropropanoyl fluoride",,,
CCOC(=O)CC(C)=O.CCO.OC(c1ccccc1)c1ccccc1,ethyl 3-oxobutanoate|ethanol|diphenylmethanol,CC(=O)CC(=O)OC(c1ccccc1)c1ccccc1,benzhydryl 3-oxobutanoate,,,
[Al+3].O=C(Cl)c1ccc(Br)cc1.[Cl-].[Cl-].[Cl-].COc1cc(F)ccc1F.O=[N+]([O-])c1ccccc1,"aluminum(3+)|4-bromobenzoyl chloride|chloride|chloride|chloride|1,4-difluoro-2-methoxybenzene|nitrobenzene",COc1cc(F)c(C(=O)c2ccc(Br)cc2)cc1F,"(4-bromophenyl)-(2,5-difluoro-4-methoxyphenyl)methanone",,,
O=C([O-])[O-].CCO.C#CCOc1cc(C(=O)[O-])cc(Cl)c1OCC#C.Cl.[K+].[K+].O,"carbonate|ethanol|3-chloro-4,5-bis(prop-2-ynoxy)benzoate|chlorane|potassium(1+)|potassium(1+)|oxidane",C#CCOc1cc(O)cc(Cl)c1OCC#C,"3-chloro-4,5-bis(prop-2-ynoxy)phenol",,,
Cc1noc(CC(=O)O)n1.Cc1ccccc1.Nc1ccccc1Cl.C1COCCO1.c1ccncc1,"2-(3-methyl-1,2,4-oxadiazol-5-yl)acetic acid|toluene|2-chloroaniline|1,4-dioxane|pyridine",Cc1noc(CC(=O)Nc2ccccc2Cl)n1,"N-(2-chlorophenyl)-2-(3-methyl-1,2,4-oxadiazol-5-yl)acetamide",,,
O=C([O-])[O-].CCCBr.CCC(C)=O.[K+].[K+].N#Cc1cccc(O)c1,carbonate|1-bromopropane|butan-2-one|potassium(1+)|potassium(1+)|3-hydroxybenzonitrile,CCCOc1cccc(C#N)c1,3-propoxybenzonitrile,,,
CC(=O)O.CCCNC(=O)NC1OC(CO)C(O)C(O)C1O.O=N[O-].[Na+].[Na].O,"acetic acid|1-propyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]urea|nitrite|sodium(1+)|sodium|oxidane",CCCN(N=O)C(=O)NC1OC(CO)C(O)C(O)C1O,"1-nitroso-1-propyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]urea",,,
CCOC(C)=O.CCO.O=[N+]([O-])c1ccc(-n2ncnn2)cc1,ethyl acetate|ethanol|2-(4-nitrophenyl)tetrazole,Nc1ccc(-n2ncnn2)cc1,4-(tetrazol-2-yl)aniline,,,
Clc1cc(-n2cnc(Cl)c2)ncn1.N,4-chloro-6-(4-chloroimidazol-1-yl)pyrimidine|azane,Nc1cc(-n2cnc(Cl)c2)ncn1,6-(4-chloroimidazol-1-yl)pyrimidin-4-amine,,,
ClCCCBr.[Li]CCCC.C1CCOC1.CCOC(C)=O.O=C(O)Cc1ccc(Cl)cc1,1-bromo-3-chloropropane|lithium;butane|oxolane|ethyl acetate|2-(4-chlorophenyl)acetic acid,O=C(O)C(CCCCl)c1ccc(Cl)cc1,5-chloro-2-(4-chlorophenyl)pentanoic acid,,,
CO.Cl.CC(C)OC1=CC(=O)c2c(F)cc(F)cc2C1=O,"methanol|chlorane|5,7-difluoro-2-propan-2-yloxynaphthalene-1,4-dione",COC1=CC(=O)c2c(F)cc(F)cc2C1=O,"5,7-difluoro-2-methoxynaphthalene-1,4-dione",,,
Clc1ccc(Br)cc1.C1CCOC1.CC1(C)OB(c2cccc3[nH]ccc23)OC1(C)C.CCOC(C)=O.[Na+].[OH-].[Pd],"1-bromo-4-chlorobenzene|oxolane|4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indole|ethyl acetate|sodium(1+)|hydroxide|palladium",Clc1ccc(-c2cccc3[nH]ccc23)cc1,4-(4-chlorophenyl)-1H-indole,,,
O=Cc1c(F)cccc1Br.C#C[Si](C)(C)C.CCN(CC)CC.CN(C)C=O.[Cu]I.Cl[Pd]Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,"2-bromo-6-fluorobenzaldehyde|ethynyl(trimethyl)silane|N,N-diethylethanamine|N,N-dimethylformamide|iodocopper|dichloropalladium|triphenylphosphane|triphenylphosphane",C[Si](C)(C)C#Cc1cccc(F)c1C=O,2-fluoro-6-(2-trimethylsilylethynyl)benzaldehyde,,,
O=C1CCCCCCC1.CCOC(=O)CP(=O)(OCC)OCC.[Cl-].[H-].[NH4+].[Na+].C1CCOC1,cyclooctanone|ethyl 2-diethoxyphosphorylacetate|chloride|hydride|azanium|sodium(1+)|oxolane,CCOC(=O)C=C1CCCCCCC1,ethyl 2-cyclooctylideneacetate,,,
O=C([O-])[O-].N#Cc1cccc(O)c1.O=[N+]([O-])c1cccnc1Cl.[Cs+].[Cs+].CN(C)C=O,"carbonate|3-hydroxybenzonitrile|2-chloro-3-nitropyridine|cesium(1+)|cesium(1+)|N,N-dimethylformamide",N#Cc1cccc(Oc2ncccc2[N+](=O)[O-])c1,3-(3-nitropyridin-2-yl)oxybenzonitrile,,,
COC(=O)Cl.CCOC(C)=O.Nc1nc2cnccc2s1.[Na+].O=C([O-])O.CN(C)C=O.c1ccncc1,"methyl carbonochloridate|ethyl acetate|[1,3]thiazolo[4,5-c]pyridin-2-amine|sodium(1+)|hydrogen carbonate|N,N-dimethylformamide|pyridine",COC(=O)Nc1nc2cnccc2s1,"methyl N-([1,3]thiazolo[4,5-c]pyridin-2-yl)carbamate",,,
C1CCOC1.OCc1cc(CCN2CCCC2)c[nH]1.O=[Mn]=O,oxolane|[4-(2-pyrrolidin-1-ylethyl)-1H-pyrrol-2-yl]methanol|dioxomanganese,O=Cc1cc(CCN2CCCC2)c[nH]1,4-(2-pyrrolidin-1-ylethyl)-1H-pyrrole-2-carbaldehyde,,,
O=C([O-])[O-].C=CCC(C#N)C#N.CN(C)C=O.FC(F)(F)c1ccn(CCl)n1.[K+].[K+].O,"carbonate|2-prop-2-enylpropanedinitrile|N,N-dimethylformamide|1-(chloromethyl)-3-(trifluoromethyl)pyrazole|potassium(1+)|potassium(1+)|oxidane",C=CCC(C#N)(C#N)Cn1ccc(C(F)(F)F)n1,2-prop-2-enyl-2-[[3-(trifluoromethyl)pyrazol-1-yl]methyl]propanedinitrile,,,
CC(C)(C)[O-].CC(C)(C)O.CON=C1COc2ccccc21.Cl.[K+].CC(C)(C)ON=O,2-methylpropan-2-olate|2-methylpropan-2-ol|N-methoxy-1-benzofuran-3-imine|chlorane|potassium(1+)|tert-butyl nitrite,CON=C1C(=NO)Oc2ccccc21,N-methoxy-2-nitroso-1-benzofuran-3-amine,,,
Br.CC1(CO)COC1.Cc1cc(Cl)nn2c(N)nnc12.[H-].[Na+].CN(C)C=O.O,"bromane|(3-methyloxetan-3-yl)methanol|6-chloro-8-methyl-[1,2,4]triazolo[4,3-b]pyridazin-3-amine|hydride|sodium(1+)|N,N-dimethylformamide|oxidane",Cc1cc(OCC2(C)COC2)nn2c(N)nnc12,"8-methyl-6-[(3-methyloxetan-3-yl)methoxy]-[1,2,4]triazolo[4,3-b]pyridazin-3-amine",,,
CCCCCCCCCCBr.CCO.CC(N)O,1-bromodecane|ethanol|1-aminoethanol,CCCCCCCCCCNCCO,2-(decylamino)ethanol,,,
C=COC(C)=O.Cc1ccccc1.CC(C)(O)c1ccc(C(C)(C)O)cc1.[Na+].[Na+].O=C([O-])[O-].C=COC(C)(C)c1ccc(C(C)(C)O)cc1,ethenyl acetate|toluene|2-[4-(2-hydroxypropan-2-yl)phenyl]propan-2-ol|sodium(1+)|sodium(1+)|carbonate|2-[4-(2-ethenoxypropan-2-yl)phenyl]propan-2-ol,C=COC(C)(C)c1ccc(C(C)(C)OC=C)cc1,"1,4-bis(2-ethenoxypropan-2-yl)benzene",,,
CC=C(C)C.COC(=O)C(C)(C)c1ccc(C=O)cc1.CC(C)(C)O.[O-][Cl+][O-].Cl.[Na+].[Na+].O.O=P([O-])(O)O,2-methylbut-2-ene|methyl 2-(4-formylphenyl)-2-methylpropanoate|2-methylpropan-2-ol|chlorite|chlorane|sodium(1+)|sodium(1+)|oxidane|dihydrogen phosphate,COC(=O)C(C)(C)c1ccc(C(=O)O)cc1,4-(1-methoxy-2-methyl-1-oxopropan-2-yl)benzoic acid,,,
COc1cc(C=O)ccc1OCC(F)(F)F.COc1cc(C=O)ccc1OC(F)F,"3-methoxy-4-(2,2,2-trifluoroethoxy)benzaldehyde|4-(difluoromethoxy)-3-methoxybenzaldehyde",O=Cc1ccc(OCC(F)(F)F)c(O)c1,"3-hydroxy-4-(2,2,2-trifluoroethoxy)benzaldehyde",,,
OCC12CC3CC(CC(C3)C1)C2.CCN(CC)CC.CS(=O)(=O)Cl.ClCCl,"1-adamantylmethanol|N,N-diethylethanamine|methanesulfonyl chloride|dichloromethane",CS(=O)(=O)OCC12CC3CC(CC(C3)C1)C2,1-adamantylmethyl methanesulfonate,,,
Brc1ccccc1.Br[Mg]c1ccccc1.Cc1cc(C(=O)c2ccccc2)on1.[Mg],"bromobenzene|magnesium;benzene;bromide|(3-methyl-1,2-oxazol-5-yl)-phenylmethanone|magnesium",Cc1cc(C(O)(c2ccccc2)c2ccccc2)on1,"(3-methyl-1,2-oxazol-5-yl)-diphenylmethanol",,,
C1CCC2=NCCCN2CC1.Cc1cc(N=O)cc(C)c1O.O=Cc1ccccc1.ClCCl,"2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine|2,6-dimethyl-4-nitrosophenol|benzaldehyde|dichloromethane",Cc1cc(N(O)C(=O)c2ccccc2)cc(C)c1O,"N-hydroxy-N-(4-hydroxy-3,5-dimethylphenyl)benzamide",,,
CN.ClCCl.O=S(=O)(F)C(F)(F)F,methanamine|dichloromethane|trifluoromethanesulfonyl fluoride,CNS(=O)(=O)C(F)(F)F,"1,1,1-trifluoro-N-methylmethanesulfonamide",,,
CC(C)CCBr.CCOC(=O)c1cc([N+](=O)[O-])c[nH]1.CC[O-].CCO.[Na+].O,1-bromo-3-methylbutane|ethyl 4-nitro-1H-pyrrole-2-carboxylate|ethanolate|ethanol|sodium(1+)|oxidane,CCOC(=O)c1cc([N+](=O)[O-])cn1CCC(C)C,ethyl 1-(3-methylbutyl)-4-nitropyrrole-2-carboxylate,,,
C1CCOC1.CCC(C)Nc1cc(C(=O)OC)cc(S(C)(=O)=O)n1.Cl.[Li+].[OH-],oxolane|methyl 2-(butan-2-ylamino)-6-methylsulfonylpyridine-4-carboxylate|chlorane|lithium(1+)|hydroxide,CCC(C)Nc1cc(C(=O)O)cc(S(C)(=O)=O)n1,2-(butan-2-ylamino)-6-methylsulfonylpyridine-4-carboxylic acid,,,
Br.O=N[O-].Cc1nc(Cl)cc2c(N)cccc12.[NH4+].[Na+].[OH-].O,bromane|nitrite|3-chloro-1-methylisoquinolin-5-amine|azanium|sodium(1+)|hydroxide|oxidane,Cc1nc(Cl)cc2c(Br)cccc12,5-bromo-3-chloro-1-methylisoquinoline,,,
CCOC(C)=O.O=C(O)c1sc2cc(O)c(O)cc2c1Cl.ClCCl.O.O=[N+]([O-])O,"ethyl acetate|3-chloro-5,6-dihydroxy-1-benzothiophene-2-carboxylic acid|dichloromethane|oxidane|nitric acid",O=C(O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,"3-chloro-5,6-dihydroxy-7-nitro-1-benzothiophene-2-carboxylic acid",,,
CCC1CCc2ccc(OC)cc21.Cl.O.c1ccncc1,"1-ethyl-6-methoxy-2,3-dihydro-1H-indene|chlorane|oxidane|pyridine",CCC1CCc2ccc(O)cc21,"3-ethyl-2,3-dihydro-1H-inden-5-ol",,,
Cc1cc(=O)c2c([N+](=O)[O-])ccc(C(Br)Br)c2o1.C[N+]1([O-])CCOCC1.CC#N,8-(dibromomethyl)-2-methyl-5-nitrochromen-4-one|4-methyl-4-oxidomorpholin-4-ium|acetonitrile,Cc1cc(=O)c2c([N+](=O)[O-])ccc(C=O)c2o1,2-methyl-5-nitro-4-oxochromene-8-carbaldehyde,,,
CC(=O)[O-].CO.CC(=O)OCc1ccc(C(=O)CCl)c(O)c1.[Na+],acetate|methanol|[4-(2-chloroacetyl)-3-hydroxyphenyl]methyl acetate|sodium(1+),CC(=O)OCc1ccc2c(c1)OCC2=O,(3-oxo-1-benzofuran-6-yl)methyl acetate,,,
O=C([O-])[O-].SCc1ccccc1.CN(C)C=O.O=Cc1cccc(O)c1Cl.[K+].[K+],"carbonate|phenylmethanethiol|N,N-dimethylformamide|2-chloro-3-hydroxybenzaldehyde|potassium(1+)|potassium(1+)",O=Cc1cccc(O)c1SCc1ccccc1,2-benzylsulfanyl-3-hydroxybenzaldehyde,,,
COC(=O)C(Br)CC1CCCC1.COc1cn[nH]c(=O)c1.[H-].[Na+].C1CCOC1.O,methyl 2-bromo-3-cyclopentylpropanoate|4-methoxy-1H-pyridazin-6-one|hydride|sodium(1+)|oxolane|oxidane,COC(=O)C(CC1CCCC1)n1ncc(OC)cc1=O,methyl 3-cyclopentyl-2-(4-methoxy-6-oxopyridazin-1-yl)propanoate,,,
C1=CCNC1.CN(C)C1(C#N)CCCC1.N#C[K].O=C1CCCC1.O,"2,5-dihydro-1H-pyrrole|1-(dimethylamino)cyclopentane-1-carbonitrile|potassium;cyanide|cyclopentanone|oxidane",N#CC1(N2CC=CC2)CCCC1,"1-(2,5-dihydropyrrol-1-yl)cyclopentane-1-carbonitrile",,,
Br.CC(=O)O.COc1ccc(Cc2nc(C)c[nH]2)cc1,bromane|acetic acid|2-[(4-methoxyphenyl)methyl]-5-methyl-1H-imidazole,Cc1c[nH]c(Cc2ccc(O)cc2)n1,4-[(5-methyl-1H-imidazol-2-yl)methyl]phenol,,,
CCOC(=O)c1nc(-c2ccccc2)sc1C.CCO.Cl.[Na+].[OH-],"ethyl 5-methyl-2-phenyl-1,3-thiazole-4-carboxylate|ethanol|chlorane|sodium(1+)|hydroxide",Cc1sc(-c2ccccc2)nc1C(=O)O,"5-methyl-2-phenyl-1,3-thiazole-4-carboxylic acid",,,
C[O-].CO.Nc1cc(Cl)ncc1[N+](=O)[O-].[Na+],methanolate|methanol|2-chloro-5-nitropyridin-4-amine|sodium(1+),COc1cc(N)c([N+](=O)[O-])cn1,2-methoxy-5-nitropyridin-4-amine,,,
CO.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)O)c1.O=S(=O)(O)O,methanol|2-fluoro-5-(propylsulfonylamino)benzoic acid|sulfuric acid,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)OC)c1,methyl 2-fluoro-5-(propylsulfonylamino)benzoate,,,
CC(=O)O[BH-](OC(C)=O)OC(C)=O.C1CCOC1.O=CCc1ccccc1.NCCc1ccccc1.[Na+],triacetyloxyboranuide|oxolane|2-phenylacetaldehyde|2-phenylethanamine|sodium(1+),c1ccc(CCNCCc2ccccc2)cc1,2-phenyl-N-(2-phenylethyl)ethanamine,,,
CCN(CC)CC.CS(C)=O.[Cl-].O=C(Cl)C(=O)Cl.ClCCl.[NH4+].COc1cc2nc(CO)sc2c(OC)c1OC,"N,N-diethylethanamine|methylsulfinylmethane|chloride|oxalyl dichloride|dichloromethane|azanium|(5,6,7-trimethoxy-1,3-benzothiazol-2-yl)methanol",COc1cc2nc(C=O)sc2c(OC)c1OC,"5,6,7-trimethoxy-1,3-benzothiazole-2-carbaldehyde",,,
O=C1CCC(=O)N1Br.CC(=O)Nc1ccc(N=O)cc1.CN(C)C=O.N#CN.[Na],"1-bromopyrrolidine-2,5-dione|N-(4-nitrosophenyl)acetamide|N,N-dimethylformamide|cyanamide|sodium",CC(=O)Nc1ccc([N+]([O-])=NC#N)cc1,(4-acetamidophenyl)-cyanoimino-oxidoazanium,,,
